Type,Ressort,RG,OBJET,ligne objet,NORME,ligne norme,QUANTUM,ligne quantum,POSITION,ligne position,RESULTAT,ligne contenant un résultat,QUANTUM RESULTAT (obtenu),ligne quantum.1,count
CA,Versailles,14/06319,dommages-intérêts,181-183,1382 code civil : concurrence déloyale,116-118,"350 000,00 €",181,Demandeur initial,116-18,rejette,777-778,"0,00 €",x,440
CA,Versailles,14/06319,dommages-intérêts,181-183,1382 code civil : concurrence déloyale,116-118,"50 000,00 €",184-185,Demandeur initial,116-18,rejette,777-778,"0,00 €",x,440
CA,Versailles,15/02799,dommages-intérêts,121-123,1382 code civil : concurrence déloyale,121-123,"50 000,00 €",123,Demandeur initial,249-255,accepte,460-463,"5 000,00 €",462-463,441
CA,Paris,13/01297,dommages-intérêts,80-81,1382 code civil : concurrence déloyale,80-81,"10 000,00 €",80-81,Défendeur initial,119-121,rejette,221,"0,00 €",x,442
CA,Aix,13/16798,dommages-intérêts,104-105,1382 code civil : concurrence déloyale,100-101,"50 000,00 €",104-105,Demandeur initial,97-101,rejette,294-295,"0,00 €",x,443
CA,Bourges,16/00340,référé expertise,98-101,145 Code de procédure civile,157-161,x,x,Demandeur initial,x,rejette,275-276,x,x,444
CA,Paris,14/12825,référé expertise,56-60,145 Code de procédure civile,56-60,x,x,Demandeur initial,x,accepte,240-254,x,x,445
CA,Limoges,15/00602,dommages-intérêts,89-92,1382 code civil : concurrence déloyale,89-92,"371 758,00 €",113-115,Demandeur initial,89-92,rejette,219-220,"0,00 €",x,446
CA,Limoges,15/00602,dommages-intérêts,103-115,1382 code civil : concurrence déloyale,89-92,"9 179,00 €",116-117,Demandeur initial,89-92,rejette,219-220,"0,00 €",x,446
CA,Paris,15/00678,dommages-intérêts,95-97,1382 code civil : concurrence déloyale,75,"70 000,00 €",96,Demandeur initial,73-75,rejette,194-195,"0,00 €",x,447
CA,Amiens,14/03849,dommages-intérêts,68-79,1382 code civil : concurrence déloyale,76-77,"63 600,00 €",78-79,Demandeur initial,107-110,rejette,226-231,"0,00 €",x,448
CA,Douai,14/07643,dommages-intérêts,87-108,1382 code civil : concurrence déloyale,89-91,"643 600,00 €",93-94,Demandeur initial,69-71,rejette,407,"0,00 €",x,449
CA,Douai,14/07643,dommages-intérêts,87-108,1382 code civil : concurrence déloyale,89-91,"144 921,14 €",94,Demandeur initial,69-71,rejette,407,"0,00 €",x,449
CA,Douai,14/07643,dommages-intérêts,87-108,1382 code civil : concurrence déloyale,89-91,"30 000,00 €",95,Demandeur initial,69-71,rejette,407,"0,00 €",x,449
CA,Lyon,15/01534,dommages-intérêts,163-164,1382 code civil : concurrence déloyale,163-164,"20 000,00 €",163-164,Défendeur initial,82-87,rejette,573-574,"0,00 €",x,450
CA,Reims,15/01657,dommages-intérêts,94-97,1382 code civil : concurrence déloyale,94-97,"15 000,00 €",94-95,Demandeur initial,67-74,rejette,250-252,"0,00 €",x,451
CA,Chambéry,14/02029,dommages-intérêts,171-172,1382 code civil : concurrence déloyale,171-172,"283 589,00 €",171-172,Demandeur initial,128-129,rejette,218-219,"0,00 €",x,452
CA,Paris,15/07667,dommages-intérêts,"149,150,153",1382 code civil : concurrence déloyale,"149,150,153","20 000,00 €",153,Demandeur initial,93-95,rejette,374-376,"0,00 €",x,453
CA,Paris,14/20913,dommages-intérêts,72-82,1382 code civil : concurrence déloyale,72-82,"50 000,00 €",122-125,Demandeur initial,72-82,accepte,"207-208,217-227","4 500,00 €",225-226,454
CA,Versailles,15/02212,dommages-intérêts,373-379,1382 code civil : concurrence déloyale,373-379,"45 000,00 €",106-107,Défendeur initial,192-194,rejette,389-390,"0,00 €",x,455
CA,Paris,14/22106,dommages-intérêts,155-157,1382 code civil : concurrence déloyale,155-157,"100 000,00 €",155-57,Défendeur initial,"92-95,598",rejette,642-650,"0,00 €",x,456
CA,Paris,14/22106,dommages-intérêts,155-157,1382 code civil : concurrence déloyale,155-157,"10 000,00 €",165-167,Défendeur initial,"92-95,598",rejette,642-650,"0,00 €",x,456
CA,Paris,14/22106,dommages-intérêts,155-157,1382 code civil : concurrence déloyale,155-157,"100 000,00 €",169-171,Défendeur initial,"92-95,598",rejette,642-650,"0,00 €",x,456
CA,Paris,14/22106,dommages-intérêts,200-210,1382 code civil : concurrence déloyale,200-210,"100 000,00 €",227-229,Demandeur initial,92-94,accepte,556-563,"100 000,00 €",556-563,456
CA,Paris,14/22106,dommages-intérêts,200-210,1382 code civil : concurrence déloyale,200-210,"50 000,00 €",227-229,Demandeur initial,92-94,rejette,564-565,"0,00 €",x,456
CA,Aix,13/17619,dommages-intérêts,255-278,1382 code civil : concurrence déloyale,248-254,"132 513,00 €",258-259,Demandeur initial,206-209,rejette,485-492,"0,00 €",x,457
CA,Aix,13/17619,dommages-intérêts,255-278,1382 code civil : concurrence déloyale,248-254,"460 000,00 €",260,Demandeur initial,206-209,rejette,485-492,"0,00 €",x,457
CA,Aix,13/17619,dommages-intérêts,255-278,1382 code civil : concurrence déloyale,248-254,"10 000,00 €",263,Demandeur initial,206-209,rejette,485-492,"0,00 €",x,457
CA,Aix,13/17619,dommages-intérêts,255-278,1382 code civil : concurrence déloyale,248-254,"257 462,00 €",268-269,Demandeur initial,206-209,rejette,485-492,"0,00 €",x,457
CA,Aix,13/17619,dommages-intérêts,255-278,1382 code civil : concurrence déloyale,248-254,"184 410,00 €",270-271,Demandeur initial,206-209,rejette,485-492,"0,00 €",x,457
CA,Aix,13/17619,dommages-intérêts,255-278,1382 code civil : concurrence déloyale,248-254,"240 538,00 €",272-273,Demandeur initial,206-209,rejette,485-492,"0,00 €",x,457
CA,Aix,13/17619,dommages-intérêts,255-278,1382 code civil : concurrence déloyale,248-254,"10 000,00 €",274-275,Demandeur initial,206-209,rejette,485-492,"0,00 €",x,457
CA,Aix,13/17619,dommages-intérêts,255-278,1382 code civil : concurrence déloyale,248-254,"95 232,00 €",277-278,Demandeur initial,206-209,rejette,485-492,"0,00 €",x,457
CA,Paris,15/11338,Faux positif DI,234-238,faux positif 1382 code civil : concurrence déloyale,234-238,x,x,,x,,x,x,x,0
CA,Aix,14/02089,dommages-intérêts,205-213,1382 code civil : concurrence déloyale,205-213,"60 000,00 €",209-210,Défendeur initial,70-74,rejette,418-433,"0,00 €",x,458
CA,Aix,13/17574,dommages-intérêts,202-203,1382 code civil : concurrence déloyale,"185-186,238-239,243-244","10 500,00 €",204-205,Demandeur initial,94-102,rejette,316-317,"0,00 €",x,459
CA,Aix,13/17574,dommages-intérêts,202-203,1382 code civil : concurrence déloyale,"185-186,238-239,243-244","33 815,00 €",206-207,Demandeur initial,94-102,rejette,316-317,"0,00 €",x,459
CA,Aix,13/17574,dommages-intérêts,202-203,1382 code civil : concurrence déloyale,"185-186,238-239,243-244","6 000,00 €",208-209,Demandeur initial,94-102,rejette,316-317,"0,00 €",x,459
CA,Riom,14/01932,Faux positif DI,77-98,faux positif 1382 code civil : concurrence déloyale,97-98,x,x,,x,,x,x,x,0
CA,Riom,14/02361,dommages-intérêts,104-105,1382 code civil : concurrence déloyale,85-92,"15 000,00 €",104,Demandeur initial,69-78,rejette,"151-155,224","0,00 €",x,460
CA,Colmar,14/06211,dommages-intérêts,189-192,1382 code civil : concurrence déloyale,189-192,??,??,Demandeur initial,71-73,rejette,189-192,"0,00 €",x,461
CA,Paris,15/09196,dommages-intérêts,117-119,1382 code civil : concurrence déloyale,110-112,"910 662,70 €",117-119,Demandeur initial,94-97,rejette,282-285,"0,00 €",x,462
CA,Paris,14/12696,dommages-intérêts,363-369,1382 code civil : concurrence déloyale,369,"160 900 000,00 €",368,Défendeur initial,281-284,sursis à statuer,"1578-1579,1604-1609",x,x,463
CA,Angers,14/00470,Faux positif DI,x,faux positif 1382 code civil : concurrence déloyale,x,x,x,,x,,x,x,x,0
CA,Besançon,14/01574,dommages-intérêts,77-79,1382 code civil : concurrence déloyale,75,"75 000,00 €",78,Demandeur initial,60-61,rejette,186-193,"0,00 €",x,464
CA,Besançon,14/01574,dommages-intérêts,77-79,1382 code civil : concurrence déloyale,75,"15 000,00 €",79,Demandeur initial,60-61,rejette,186-193,"0,00 €",x,464
CA,Grenoble,13/05433,dommages-intérêts,108-111,faux positif 1382 code civil : concurrence déloyale,82,x,x,Demandeur initial,78-82,,x,x,x,0
CA,Chambéry,15/02549,Faux positif DI,44-54,faux positif 1382 code civil : concurrence déloyale,53-54,x,x,Demandeur initial,40-43,,x,x,x,0
CA,Lyon,14/07966,,,1382 code civil : contrefaçon de marque,265-266,,,,,,,,,0
CA,Rennes,15/04755,dommages-intérêts,"91-95,108-111",1382 code civil : concurrence déloyale,"108-109,244-245",??,??,Demandeur initial,91-95,rejette,242-265,"0,00 €",x,465
CA,Metz,14/02034,dommages-intérêts,188-215,1382 code civil : concurrence déloyale,183-187,"500 893,00 €",188-189,Demandeur initial,70-75,accepte,"594,595-596","65 692,93 €",595,466
CA,Metz,14/02034,dommages-intérêts,188-215,1382 code civil : concurrence déloyale,183-187,"389 690,00 €",193-195,Demandeur initial,70-75,accepte,"594,597-598","7 743,78 €",597,466
CA,Metz,14/02034,dommages-intérêts,188-215,1382 code civil : concurrence déloyale,183-187,"231 486,00 €",198-200,Demandeur initial,70-75,accepte,"594,599","21 657,33 €",599,466
CA,Metz,14/02034,dommages-intérêts,188-215,1382 code civil : concurrence déloyale,183-187,"114 564,00 €",204-205,Demandeur initial,70-75,rejette,503-512,"0,00 €",x,466
CA,Metz,14/02034,dommages-intérêts,188-215,1382 code civil : concurrence déloyale,183-187,"86 121,00 €",208-209,Demandeur initial,70-75,rejette,503-512,"0,00 €",x,466
CA,Metz,14/02034,dommages-intérêts,188-215,1382 code civil : concurrence déloyale,183-187,"35 672,00 €",212-213,Demandeur initial,70-75,rejette,503-512,"0,00 €",x,466
CA,Versailles,14/01645,dommages-intérêts,163-171,1382 code civil : concurrence déloyale,127-128,"4 728 217,00 €",168,Demandeur initial,82-87,rejette,313-315,"0,00 €",x,467
CA,Versailles,14/01645,dommages-intérêts,163-171,1382 code civil : concurrence déloyale,127-128,"2 052 230,00 €",170,Demandeur initial,82-87,rejette,313-315,"0,00 €",x,467
CA,Caen,15/02454,constat d'huissier,60-62,145 Code de procédure civile,69-73,x,x,Demandeur initial,50-59,rejette,166-168,x,x,468
CA,Versailles,15/05943,dommages-intérêts,175-184,1382 code civil : concurrence déloyale,161-171,"580 000,00 €",180,Demandeur initial,128-129,rejette,417-464,"0,00 €",x,469
CA,Versailles,15/05943,dommages-intérêts,175-184,1382 code civil : concurrence déloyale,161-171,"100 000,00 €",181,Demandeur initial,128-129,rejette,417-464,"0,00 €",x,469
CA,Versailles,15/05943,dommages-intérêts,175-184,1382 code civil : concurrence déloyale,161-171,"272 000,00 €",182,Demandeur initial,128-129,rejette,417-464,"0,00 €",x,469
CA,Versailles,15/05943,dommages-intérêts,175-184,1382 code civil : concurrence déloyale,161-171,"75 000,00 €",184,Demandeur initial,128-129,rejette,417-464,"0,00 €",x,469
CA,Toulouse,12/01038,dommages-intérêts,106-107,action contractuelle en violation d'une clause de non concurrence,,,,Demandeur initial,77-80,,,,,0
CA,Paris,14/08496,,,faux positif 1382 code civil : concurrence déloyale,156-157,,,,,,,,,0
CA,Nancy,14/02972,dommages-intérêts,157-159,action contractuelle en violation d'une clause de non concurrence,207-208,"65 000,00 €",158,Demandeur initial,80-90,irrecevable,204-208,"0,00 €",x,0
CA,Nancy,14/02972,dommages-intérêts,157-159,action contractuelle en violation d'une clause de non concurrence,207-208,"10 000,00 €",159,Demandeur initial,80-90,irrecevable,204-208,"0,00 €",x,0
CA,Agen,14/00166,injonction sous astreinte,140-143,D 161-24 Code rural,409,100€/j,,Demandeur initial,,rejette,,,,470
CA,Agen,14/00166,injonction sous astreinte,109-112; 144-145,D 161-24 Code rural,409,100€/j,,Demandeur initial,,rejette,,,,470
CA,Agen,14/00166,provision sur dommages-intérêts,113-114,1240 Code civil,?,"3 000,00 €",,Demandeur initial,,rejette,,,,470
CA,Agen,14/00166,remboursement des frais du procès-verbal dressé npar l'huissier de justice,115-116,?,?,"370,00 €",,Demandeur initial,,,,,,0
CA,Agen,14/00166,frais irrépétibles,117-118,article 700 CPC,117,"1 000,00 €",,Demandeur initial,,,,,,0
CA,Agen,14/00166,frais irrépétibles,117-118,article 700 CPC,153-154,"2 500,00 €",,Demandeur initial,,,,,,0
CA,Angers,15/03103,désignation d'un expert,72-74,145 CPC,?,,,Demandeur initial,,,,,,0
CA,Angers,15/03103,injonction,83-84,?,?,,,Demandeur initial,,,,,,0
CA,Angers,15/03103,dommages-intérêts pour procédure abusive,91-92,?,?,"3 000,00 €",,Défendeur initial,,,,,,0
CA,Angers,15/03103,frais irrépétibles,86-87,700 CPC,?,"2 500,00 €",,Demandeur initial,,,,,,0
CA,Angers,15/03103,frais irrépétibles,92-93,700 CPC,?,"3 000,00 €",,Défendeur initial,,,,,,0
